@relation LOTAAS_1_Thornton_Features_22
@attribute Score1 numeric
@attribute Score2 numeric
@attribute Score3 numeric
@attribute Score4 numeric
@attribute Score5 numeric
@attribute Score6 numeric
@attribute Score7 numeric
@attribute Score8 numeric
@attribute Score9 numeric
@attribute Score10 numeric
@attribute Score11 numeric
@attribute Score12 numeric
@attribute Score13 numeric
@attribute Score14 numeric
@attribute Score15 numeric
@attribute Score16 numeric
@attribute Score17 numeric
@attribute Score18 numeric
@attribute Score19 numeric
@attribute Score20 numeric
@attribute Score21 numeric
@attribute Score22 numeric
@attribute class {0,1}
@data
5902.482079,13390.17747,1,7794.190827,77.55347682,4.75E-16,45.89948823,3522.591807,979.9477289,2.445510575,190.8292972,961.5523527,28.76406477,18.35,0.03,5.058538017,0.662285548,0.027205061,9.23607634,5.174898056,0.207376511,12.58232703,1
895.4555372,38661.60271,0,11366.73935,120.6489561,0.00682682,6.056077967,2.46377765,75.89598289,1.860070934,11.617177,340.7298455,45.76785507,14.59,0.03,8.048877538,0.118721183,0.000681024,10.87162661,0.09871486,0.819025548,26.9504331,1
5477.338427,13426.69966,1,7567.073404,72.49411756,0.312641105,42.256472,3.48315052,646.442174,1.916510743,579.6841898,842.41032,27.48082438,20.03793042,0.04,5.609499788,0.719484849,0.080496593,3.616433249,1.097093105,0.098179994,9.861513992,1
3100.136767,5763.69372,3,7020.164356,61.29138831,0.047208318,55.06007472,1.906452331,410.3288344,1.93530074,370.049078,460.8192354,8.14770267,9.22,0.03,1.432880368,0.628242156,0.134103446,15.96646074,8.663667802,0.105176623,9.532236336,1
1679.445738,2852.945521,5,5388.745191,55.29916202,0.400544026,66.05821208,2.501823275,760.0278984,0.637455579,757.9170353,739.6941324,11.85560841,19.67457503,0.04,2.420015932,0.377524342,0.071474349,5.974246281,0.983320368,0.069673417,8.658604136,1
3306.428182,6508.125235,3,8393.397052,79.74206398,0.162695666,43.068482,5373.920074,703.1546307,1.320124543,219.4029064,1652.86888,12.68416388,26.98682102,0.01,1.274806435,0.184922625,0.202026887,26.52941995,29.38173396,0.060904492,9.488351439,1
5032.037927,14746.61148,1,8277.269709,83.99526605,0.167706584,42.98130705,27.08808346,1185.358875,1.683616968,752.2249036,426.8442265,29.18868313,59.00532634,0.03,5.133212724,0.245890619,0.007627831,2.278569275,0.379119671,0.125722875,9.798649306,1
1083.913708,39474.93174,0,11516.43785,121.9534798,1.04E-09,4.320032423,2.814566291,10.37727581,2.814566291,5.307658465,349.4332489,57.27079331,17.27,0.03,10.07182008,0.249813899,0.007396076,18.29552036,0.14000448,0.934084582,29.83982094,1
2858.06767,4284.139937,2,1936.002872,5.149287996,0.982643164,88.1101403,29.24692259,1369.383622,29.24692259,1412.375977,476.4122141,0.1,6.728253476,0.11,0.035156152,0.402994845,0.279460297,4.074608577,0.348110326,0.316278487,9.526941202,1
1254.612953,31807.12535,0,9482.184282,95.69107053,0.094605157,30.51548901,1.77841217,87.986328,1.77841217,87.986328,518.94085,26.84591041,31.984318,0.02,3.835130058,0.286364428,0.014581388,10.23503256,0.272662352,0.292663302,15.45693812,1
1073.558514,35822.63696,0,10422.64482,105.9920596,0.085312269,19.5831815,1.528527817,189.1534808,0.662165787,60.407067,815.1816831,28.2879223,36.38605699,0.01,2.843043162,0.344562381,0.031150739,9.688423832,0.176776695,0.43176354,21.43977272,1
1227.046712,32857.69457,0,9696.965259,99.43194064,0.048893165,26.34892723,1.760879553,100.9091084,1.760879553,100.9091086,538.4709207,24.49857538,43.48851452,0.01,2.462199468,0.553702172,0.034202321,8.180660904,22.72273268,0.095721187,11.63038887,1
6964.812369,14929.44707,1,8565.471503,88.75787454,0.119008696,37.53990048,2.718214472,197.3588598,2.718214472,194.5097881,372.6195236,33.5830879,32.98156825,0.03,5.906026433,0.355977082,0.01321383,12.62486541,0.176776695,0.410647978,16.31581798,1
3025.226575,5757.058095,2,4750.506801,56.95908506,0.395984586,63.75086327,73.26417151,1741.3731,8.333687486,1735.366488,368.2451045,11.76015856,151.1826614,0.09,3.698398767,0.186811783,0.010691169,0.749684242,0.345360211,0.49967578,12.62222808,1
2217.163349,3664.68444,4,5739.360354,47.59063669,0.40848147,70.31981866,2.673606806,622.2818798,0.583972768,658.0310893,1058.151171,11.63083055,51.28814393,0.04,2.374133344,0.507124211,0.012275223,7.450488927,0.5,0.081085136,8.085989415,1
2784.815552,4904.426912,4,7990.157277,78.1939672,0.046452474,41.35394316,2.739944767,415.2554459,2.763719666,395.9362244,375.4629944,23.51324325,41.39418788,0.03,4.13511219,0.10730946,0.037438263,9.365645422,1.057791856,0.085945055,9.172893627,1
5044.631826,14373.35767,1,8015.915561,72.64025623,0.249419263,40.48377559,0.64291516,747.202442,0.646504107,485.1876241,950.9819541,18.08264044,32.91,0.02,2.583234349,0.440327098,0.014795952,4.921204628,0.569324136,0.113337775,10.45213019,1
1614.974586,29403.51166,0,8625.046374,82.61380827,0.142609489,36.83928276,1.893340645,210.0373247,1.893340645,211.1892457,1205.30875,19.94119724,70.71143044,0.03,3.506921055,0.822578579,0.044718193,13.69817227,5.935095486,0.218386924,12.53234432,1
1606.891003,32305.33249,0,9436.402117,92.82173037,3.00E-10,31.55218837,0.652926352,1090.792987,1.2150518,72.5980738,1202.91041,45.65674977,25.13269824,0.02,6.522392825,0.979469003,0.025510401,37.96499053,8.635205308,0.116389138,82.54641172,1
1136.015992,33478.2798,0,9845.426429,102.2432478,0.01656989,23.9131483,2.774389744,91.77959015,2.774389744,91.77958999,508.0916437,23.62564002,39.14,0.04,4.822563574,0.751232302,0.010752284,23.31793478,0.467885863,0.106452413,63.95908425,1
937.0105917,28956.67197,0,8652.094753,84.54425179,0.145509168,34.46032646,6.568391313,388.1153754,1.602452161,146.9806033,354.7322484,25.03314551,13.94120936,0.01,2.515925787,0.723427494,0.014399004,29.97798865,0.450228878,0.019613298,46.26764729,1
809.735555,38382.78277,0,11222.72662,113.8506074,1.39E-09,11.67486548,1.330169036,15.96383764,1.330169036,15.69071036,714.520755,66.83764502,26.70172218,0.01,6.717436073,0.319372449,0.039465348,10.00665556,13.81177472,0.43954161,21.4069451,1
3143.153484,5459.517935,2,4401.333788,34.69965042,0.444361548,79.57215271,2.607693024,465.2532369,0.629306263,1205.752647,1934.501536,19.97800273,67.6213228,0.04,4.077992731,0.844194126,0.006759272,9.168647641,0.497552604,0.172370068,10.57392047,1
2798.745609,4864.974287,3,5983.679244,50.60737338,0.26414481,67.89434888,11.10535043,786.5288864,1.724828214,349.9719367,2066.659013,8.434275124,47.03587953,0.02,1.204896446,1.107795926,0.15227692,15.04127795,0.420583442,0.0107952,35.18424341,1
1011.940981,34017.68178,0,10086.22485,101.6538537,0.07614896,23.95611591,1.466700442,63.44749127,1.466700442,63.44749126,785.5233917,34.18214315,27.71,0.01,3.435434648,0.232986158,0.000938303,9.907159743,0.565593986,0.06731761,76.46587485,1
4062.151402,7989.856555,2,7586.078084,74.15206414,0.197732077,47.23287474,2.914420064,314.8455945,2.914420064,327.2824276,602.227819,24.62998163,71.79930023,0.03,4.331505281,0.195887428,0.077475593,2.192812191,0.478949144,0.021089579,40.43116052,1
1201.630107,34926.40879,0,10256.04218,104.3100784,0.00637074,20.51540243,2.148495456,60.55545447,2.148495456,54.77313604,621.9766904,65.78082699,37.80724346,0.03,11.56842111,0.810786069,0.041598505,31.16207474,0.68597263,0.136227595,77.11724045,1
1060.880934,38189.59983,0,11173.99017,116.068026,0.059914202,7.593231875,2.458400015,34.61195768,2.458400015,29.26677355,529.1991094,63.97057958,22.55361607,0.03,11.25006536,0.254449733,0.002559009,23.9010667,0.133267986,0.639956503,189.401453,1
4012.271865,38345.79577,0,6327.644338,59.97147944,0.137811499,56.18369604,5.748310331,273.7051118,3.966716175,237.6919705,1014.686074,36.52029032,141.4548819,0.08,10.76924609,0.380618051,0.122341589,37.28065218,0.14592127,0.667651843,142.4654203,1
1285.788629,1246.289229,5,-104.1029276,19.74146617,0.898502116,126.8016413,566.2117378,1183.543457,6.609618264,1081.438992,1216.809029,0.1,190.97,0.19,0.04843221,1.88677586,0.033957747,17.90517798,0.44621925,0.120216657,36.29887192,1
1336.186822,2251.328503,5,2690.390495,7.539209307,0.974479441,91.39846392,1.300269473,2558.065622,2.660899494,2155.891535,218.7130038,2.01E-14,80.88022949,0.08,5.93E-15,0.817911169,0.036054961,4.768968651,0.613563856,0.152402572,8.153290594,1
753.3918243,40769.28139,0,11946.73566,123.2970942,1.46E-09,3.681272083,1.60625425,4.0055728,1.60625425,2.61475313,387.6909315,40.27288036,35.7333456,0.01,4.047576769,0.436416311,0.027041688,7.057442437,0.368902033,0.794390825,28.53509988,1
7242.270872,16178.88352,1,9401.820075,96.05658575,1.25E-09,29.83933691,1.814244622,97.56244898,1.814244622,91.14840664,709.067085,37.53027536,18.39,0.02,5.361467909,0.068456907,0.028340316,2.099680878,13.73595324,0.181044508,13.76043059,1
2075.633871,3312.801987,3,3076.659883,22.86863007,0.721571802,79.93837499,8.933713388,914.3655405,4.834217456,933.4637801,384.9224567,11.25201773,14.01261765,0.13,4.349531271,0.415608552,0.004951154,2.004074255,0.512103329,0.248769943,8.952908369,1
5805.316773,13253.90355,1,7414.433455,68.9399407,0.211093609,49.8420533,3.22764698,309.4742808,3.22764698,313.2750715,275.0240862,26.28416423,31.47163163,0.03,4.622414983,0.108359842,0.022322677,0.955852188,0.800610797,0.213122255,11.71302772,1
1489.858128,31666.27497,0,9395.202296,96.46353329,0.143863581,30.1322303,2.586707065,155.292466,2.647555104,128.5485972,458.7366633,35.17642897,48.73577266,0.03,6.186236357,0.47399239,0.01316246,12.74120724,0.197429721,0.365483974,15.40978291,1
1706.99295,24944.66114,0,7203.513959,70.49504366,0.166652757,46.27880487,3.136295026,268.5100159,3.032997673,269.0040022,345.5844679,28.56472421,60.13811887,0.04,5.830749914,0.555189428,0.001100328,1.732204905,5.690650714,0.202698655,11.39291118,1
1459.660402,36418.54675,0,10630.05553,111.2421812,0.056998201,13.5433923,3.024514739,38.70002527,3.024514739,35.26801954,410.861683,105.538324,36.18,0.04,21.54292018,0.585679971,0.004939775,26.3124544,0.108833626,0.695638384,23.04278609,1
2280.281454,27491.48554,0,7967.831957,79.83393429,0.151744876,42.52410969,6551.842496,1231.133147,1.009671866,437.9212282,1138.286299,33.18300691,39.79172591,0.02,4.740429558,0.161537846,0.023255993,11.66748271,0.535758376,0.306411926,15.96961458,1
3922.946326,7845.045015,2,7871.14446,72.28598893,0.190246658,44.35627929,4192.815511,1086.557488,1.973159743,303.4950319,1337.310601,18.08595606,12.39389848,0.03,3.180652563,0.96384316,0.007012612,3.202650453,7.856206596,0.134019551,10.7517631,1
5180.86541,10702.09618,1,5874.320883,75.41532456,0.263385113,44.71440649,12.61855881,540.6741808,12.61855881,540.6741812,194.6374619,7.412216789,94.64330872,0.12,2.737142448,0.222176521,0.029165911,0.475093662,0.267147394,0.682052401,15.06146385,1
2456.184265,4062.272163,3,4566.99552,37.54778255,0.464057272,78.86339254,4.904663882,665.0324728,4.904663882,728.3074088,618.1899367,14.84043509,91.62874761,0.06,3.749370276,0.486053366,0.057846226,1.422037874,0.943269285,0.170691996,10.37986228,1
2440.898,4902.955226,2,3528.351008,31.88888252,0.520312706,91.84050929,5.620821908,794.1255426,5.620821908,882.7211081,226.5216452,13.67897157,3.148850237,0.09,4.301837542,0.274573951,0.085965602,6.565694008,0.501837224,0.128644905,8.282983455,1
1533.570392,27754.66622,0,8133.266588,87.24719884,0.037036491,30.69202689,5.384078869,248.7438451,4.335960878,160.2221705,270.2583017,29.66022117,61.02212697,0.06,7.493523671,0.110308666,0.011360917,3.957106657,0.130050307,0.699778481,19.21208739,1
2149.583928,25972.54583,0,7449.815072,72.09065429,8.95E-10,52.93387866,1.724362262,103.7716402,1.914441509,108.4142737,2650.369136,27.97452344,18.63109364,0.02,3.996360492,0.829253905,0.110858029,48.10390332,0.148072291,0.661817611,24.58689651,1
4971.843133,11101.04131,1,6179.525124,56.58013018,0.214519371,62.02445267,3182.849441,999.4405267,4.358708894,581.8020887,1362.805037,21.61807993,62.30629855,0.01,2.172698782,0.144914486,0.033052592,1.942423348,14.4979142,0.128911518,12.59652204,1
962.1875545,38298.75256,0,11237.62487,113.366201,3.95E-09,10.01179168,1746.608533,879.0654579,1746.608533,881.3867469,752.9016715,62.52010792,66.83588337,0.02,8.931443989,0.582969021,0.038897231,31.94605121,0.184451016,0.85607415,28.19559025,1
2034.558609,3909.962377,3,4138.694115,37.47198387,0.652736672,78.15573469,120.9242584,1906.742276,4.575752825,683.6396002,477.2332933,14.07949791,29.07845843,0.07,3.862733211,0.584491255,0.068062792,3.707996314,0.673689411,0.068478398,8.810735164,1
1175.827745,34092.08818,0,10033.94226,99.45691286,4.03E-11,26.39794932,26.19081126,841.5840192,26.19081126,841.4344889,1273.781284,36.88321567,12.85621468,0.02,5.269030809,0.613442964,0.033260051,40.59412711,0.21000672,0.804884631,27.36399797,1
2046.961604,3473.499727,5,6739.466836,57.68960568,0.321871673,54.99595383,2.056475317,468.8650716,2.1803089,477.8121888,1074.069125,7.472522481,102.1084718,0.03,1.314141077,0.165197984,0.078016871,19.18749049,0.424918293,0.049287913,8.096374372,1
3584.31945,7136.388457,2,7057.757248,68.35963572,0.250957152,50.28601538,5.070283481,522.647923,5.402726286,485.6074334,694.06061,18.54324439,30.27613979,0.03,3.261072712,0.046346943,0.031631384,0.502308045,0.758282567,0.163171131,11.01284462,1
12612.61366,32813.14625,0,9682.30293,102.3432671,0.137791754,16.86907854,4.434075595,110.6944688,4.434075595,110.6951318,440.1574733,26.37093566,56.22052603,0.05,6.049907558,0.131888264,0.030393004,14.13229416,0.219940214,0.601086802,19.04472958,1
4159.830896,12591.05949,1,6750.234155,68.55763243,0.235293182,55.81770665,3.858664618,437.5847149,0.640711449,425.9616028,505.960431,19.52101603,24.69478006,0.05,4.478428218,0.874913635,0.032998307,2.842255886,0.292729892,0.168970224,10.09299678,1
2099.700434,3748.885769,4,5903.921213,55.16196468,0.366572412,66.64311714,3.463583139,777.5083337,3.149764659,785.5990477,381.3191847,18.08767419,49.2,0.04,3.692131033,0.067035576,0.00397525,10.57329977,0.889431766,0.121038925,8.922607873,1
2743.598752,41913.48761,0,7422.009195,73.33269317,0.044815623,51.20595197,3.717702572,162.2441962,3.717702572,162.5227947,64.94092985,28.29421943,33.75669668,0.04,5.775533356,0.158541569,0.001608894,1.929945873,0.467217547,0.359443106,14.24900235,1
2260.760727,4287.953718,3,4187.734915,26.96081649,0.724336754,82.29210295,5.836276594,1671.074677,3.177368878,1003.82308,1272.257007,9.679030765,90.42863692,0.06,2.445364306,0.886780999,0.074602757,2.636668122,0.673602162,0.056781993,8.272035085,1
869.976495503,919.217456019,9.0,559.76062388,17.9530715817,0.878801703469,117.758571707,19.0099694791,1458.63331804,2.52567713484,1813.71662498,244.143664323,7.26085858105e-14,263.962346261,0.08,2.14111038511e-14,1.4363330561,0.275549046856,24.2789282006,0.56050518118,0.00365639998533,29.4318510932,0
1027.94779547,916.395064835,9.0,-73.055721686,173605.279555,0.156980683462,173720.871916,96.0755128322,2515.48363986,12.7767001712,3034.87584287,322.603952476,0.1,507.876976898,0.02,0.0142857142857,1.07750830378,0.430805526013,291.092732859,14.1847597538,-0.00264043341384,5.35124706955,0
1037.62123339,1469.95096103,8.0,3290.71948694,5.05224380997,1.00714942215,95.9074162167,30.0876781297,1968.504343,30.0876781297,2199.86225201,299.351150811,3.61450911191,532.672629457,0.01,0.363271834107,0.998405786481,0.0565840845761,653.34968665,29.29597297,0.0058862301292,6.05767956904,0
1519.06847202,1138.21682906,5.0,-1276.12710964,20.9274505258,0.93590942859,143.194455285,5595.3189286,1864.67436128,5.30341159789,1534.39306139,332.74915786,0.1,475.790231824,0.13,0.0386555671743,0.485365682146,0.0705350325978,6.07484298418,0.7799967759,0.0544961260133,6.30834566546,0
1092.12305991,1152.47834677,8.0,1464.76917348,10.0599072481,0.99263721008,109.690768321,17.0318214561,2180.03279645,26.3072790706,2173.2407265,380.399224167,8.65973959208e-15,424.197656526,0.04,1.76766194216e-15,0.462260872216,0.594254993958,137.853514325,0.513103446183,-0.000334651887597,5.40802783968,0
850.773469295,629.953286325,10.0,-1994.90922143,42.8569037238,0.775844258522,172.505850951,17.3093840793,2281.86595133,0.579255683241,2997.71551444,190.901588514,0.1,167.050309261,0.02,0.0142857142857,3.83631998126,0.0779234824368,163.681785597,14.6639782482,-0.00390580013175,5.57810540872,0
1092.73287039,709.320556032,8.0,-1178.14299938,39.8823156176,0.702815126043,145.735535318,0.752207147931,1732.70592565,0.82087385224,1937.70420823,318.268610851,0.1,440.808716798,0.01,0.0100503781526,1.20292728789,0.0156528543787,741.865624356,24.3621037017,0.00432502685094,6.14546105487,0
1079.91994864,1170.84292306,7.0,131.382819221,12.9738795558,0.983389950573,123.084948182,5838.20689113,2414.09677284,0.358229551046,2664.38448496,473.272119018,0.1,476.465291049,0.03,0.0175863114528,0.413665501417,0.211542800341,51.611169756,0.546050373607,0.00612057512909,28.56588233,0
999.872850198,604.508118744,9.0,-2294.69717047,39.3448719968,0.701990107445,152.822658522,6568.03373482,1560.91087444,6568.03373482,2178.69963035,160.478943865,0.1,36.9689649938,0.1,0.0333333333333,1.2284819826,0.0009404276453,3.35169844544,0.551152910951,0.0673875183221,7.84266463428,0
1163.51887411,1147.40990301,7.0,596.112539974,12.6502717035,0.923994490072,122.871248418,13.0976643832,1721.36232938,15.4780359943,1787.31520749,216.369738332,1.3433698598e-14,230.134522497,0.04,2.74214224361e-15,0.754547717883,0.0672879170639,116.10601234,0.983320367588,0.0145286264249,5.95582123308,0
1211.90519126,1268.58320953,7.0,612.069010504,2.50788822533,1.00336400898,113.543840855,26.7787553419,2337.19926197,6.59273705499,2262.02013269,302.410835815,1.36002320517e-14,17.8531858159,0.01,1.36687475082e-15,0.862598420028,0.0708833193919,268.660964837,28.2923782909,0.00707899603607,6.67649420577,0
1046.33857106,1149.91928081,7.0,1003.0299386,3.80666024823,0.993987392361,121.421193839,2379.22708814,1837.73168804,2.85301790136,1910.89418287,702.447806338,4.90718576884e-14,366.376149613,0.05,1.1257856244e-14,0.263164931118,0.346411750281,216.96553647,0.143885805415,0.00318759796008,5.38266182805,0
1016.2724568,976.2735157,8.0,265.102052123,13.0612733166,0.935020904411,147.394752409,2901.22287836,1788.28522693,0.0126666270739,2294.09089067,340.718067641,2.68118860447e-14,396.918692978,0.07,7.35588465541e-15,0.156345718115,0.165944112673,35.402442697,0.830204494057,0.035205558704,6.16948819797,0
996.533719382,593.853698429,8.0,-1894.79534176,40.7949899707,0.657175033674,155.84935009,5144.95076117,1431.72359994,2.21780089074,1620.65997821,750.057592928,0.1,409.61675275,0.06,0.025264557632,0.917009506002,0.358342626516,114.040506139,0.65459447264,-0.0104656004631,5.72950927345,0
1063.52654496,869.434864359,8.0,-1133.15722581,48.0423909363,0.768440471143,135.422322776,6678.77971071,2951.97174419,1.26520281452,3312.79943332,1730.83819052,4.46587211655e-14,19.0703797475,0.07,1.22521929716e-14,0.306892068995,0.586058731448,9.49289945444,0.688390536514,0.0844957361961,7.31464447831,0
1038.6688034,975.281797476,8.0,-502.996922407,24.0797084959,0.624840274184,175.53576832,15.4592476855,2927.71084098,4.1376084904,3484.34550488,1243.11217776,3.67483821151e-14,437.643220662,0.08,1.08365066892e-14,1.72643289981,5.98674786337,131.538845902,0.381027940795,0.00231344091099,5.52409395848,0
1408.59130972,1305.10198769,5.0,-473.74043349,33.4684226692,0.814990652424,138.398687071,29.9947050077,1620.91664369,6.76078556624,1962.30893975,121.466005235,6.2172489379e-15,88.4701120985,0.04,1.26909062514e-15,20.2250433196,0.147626528666,116.271131985,6.95546297681,0.0340614878348,6.37138478845,0
821.35153186,662.182219944,9.0,-1192.23343511,24.4449177548,0.832499135291,144.765185691,8.83033319522,1784.7099415,8.83033319522,2232.47116615,421.872823419,0.1,453.623428326,0.02,0.0142857142857,0.910255931081,0.758480116731,163.164040618,0.154679608385,-0.00211341197182,5.73085986744,0
1377.11798919,1183.94321737,7.0,-87.176941879,36.4285714286,1.0,133.537630813,5.70038336518,2495.42770434,7.66823649898,2612.26315892,999.896413036,3.96904731303e-14,80.7077007236,0.09,1.24820763435e-14,0.300269141214,0.811640849482,11.865435069,0.579071303299,0.00315344327105,28.293213312,0
1855.4225121,1483.45286386,4.0,-915.800946508,27.7025330198,0.871338511643,128.620908775,11.8129742909,1648.60290786,20.4425876473,1224.37594796,991.644622592,4.63084431912e-14,15.5891779027,0.11,1.62802668927e-14,0.590476527876,0.336383872052,2.65892522324,0.569539098552,0.12628138746,8.79611787667,0
829.49471101,528.382121873,11.0,-1787.78016564,29.3566304089,0.846617936239,152.025499921,3870.92716364,1652.20981141,3870.92716364,2030.94309425,445.260933151,0.1,288.899821374,0.02,0.0142857142857,2.9966126436,0.129148915612,448.820338738,0.469790511824,-0.000848599137531,5.44531784103,0
920.171057436,918.121829585,9.0,626.834713218,26.8361012618,0.8187721853,138.706030007,129.140460239,1868.51742929,0.536713944886,2286.14106838,1210.32283066,0.1,439.604681996,0.01,0.0100503781526,0.667371892216,3.04575511706,353.569192342,0.818855720721,0.000824465069869,27.1200219575,0
1074.57813975,959.212696294,7.0,-972.470192263,30.3200353303,0.751771559669,141.872174563,22.110354336,1608.28298783,0.472179531461,2010.13922955,222.795768329,1.08357767203e-13,179.765016246,0.07,2.97281301187e-14,1.00784314762,0.642576697074,134.107531895,0.59584790192,0.0097609470772,5.20100386944,0
1018.501003,862.235232138,9.0,-798.242466157,50.2848640945,0.818744175808,18865.901371,1.73574431431,3068.41755263,1.87486202591,3491.62922356,407.390396555,0.1,458.779895447,0.03,0.0175863114528,22.0378415287,0.0344388386885,127.368169947,0.447633954708,-0.00818702945102,5.16387106988,0
1117.9260146,1386.41742587,7.0,1830.82797384,11.2990121254,0.956817011377,119.501948162,3.69502527972,2036.06273641,4.19620653014,2359.82375809,1687.00500764,1.37667655054e-14,413.443932734,0.06,3.47811240516e-15,0.409568292544,2.32224628008,33.8461513465,0.725081562701,0.0301689741935,6.66142854593,0
1021.49628763,1145.91157505,9.0,1918.07156794,7.57487960064,0.977066464798,113.991635372,11.523839898,2374.33873709,26.8898473025,2741.20903726,973.610018393,7.32747196253e-14,532.11600104,0.03,1.28863204095e-14,0.340730516694,0.159602389346,312.445614168,9.24055630492,0.00451650842369,6.31962217538,0
1147.5986758,1056.74755755,7.0,-138.398303315,26.4235235671,0.873758021596,134.170686699,29.7122952438,2475.309693,9.82201532343,2712.78243623,434.76946995,7.88258347484e-14,500.408122236,0.02,1.12608335355e-14,3.37150654525,2.00614080204,230.714980892,14.0840560593,-0.000789950809534,5.39219004648,0
1128.62288059,1257.23093576,8.0,1730.77773434,8.18333096087,0.989853124079,105.726397976,386.44133551,2936.84496088,386.44133551,3088.23887851,382.283560148,0.1,478.061127605,0.01,0.0100503781526,0.746960788983,0.674786484447,847.283413138,25.023537307,0.00305983682379,5.99143245569,0
1247.00806072,1042.39032126,7.0,-725.690345596,364957.503511,0.329522550515,365044.579989,7.5163175546,2013.79313567,60.0971311228,2763.71123338,1464.3839984,0.1,476.007561207,0.12,0.0369274472938,0.575561198498,0.688466412435,16.965049797,0.42384442573,0.0471536477391,6.20638016164,0
990.823289753,1103.6403601,8.0,935.535411031,2.05994242287,1.00148619129,180117044.606,17.6028682224,2642.58250466,6.12833874913,2768.83703435,1614.22211677,0.1,516.849711613,0.02,0.0142857142857,0.482576853393,0.282653612463,293.072383801,14.6335531234,0.00846856188236,6.40924295949,0
954.984101442,996.796531717,7.0,-136.361363247,19.5991297622,0.919415378133,141.390946459,4678.97346544,2495.14164796,4678.97346544,3031.16861463,2075.11450798,0.1,348.092888553,0.02,0.0142857142857,0.58775298829,0.422479119292,327.640660496,15.419658784,0.00289814691003,5.77195254804,0
1811.70001806,2116.34971874,5.0,2382.35143034,2.42586037982,0.996317504663,86.6551744006,131.99794249,2320.35614097,0.607113513466,2187.43389315,467.080550322,0.1,70.4163373658,0.03,0.0175863114528,0.0445828827215,0.00225544173025,78.4985276608,8.99416751474,0.0257863307427,6.70192786438,0
2447.87330496,2706.13331636,3.0,1960.4221883,10.2851133983,0.959897798901,109.058974842,6248.6917869,2099.91110825,11.4679904045,1829.2971693,628.638943328,0.1,295.662409742,0.04,0.0204124145232,0.690435622873,0.535163546301,88.4727256795,0.287262129857,0.0116327938003,6.40658608916,0
